Ensembl Gene ID,Human Ensembl Gene ID,Homology Type,"Orthology confidence [0 low, 1 high]",% Identity with respect to query gene,% Identity with respect to Human gene
ENSDARG00000098866,ENSG00000201308,ortholog_many2many,1,71,71
ENSDARG00000056165,ENSG00000204564,ortholog_one2one,1,30,25
ENSDARG00000076357,,,,,
ENSDARG00000102872,,,,,
ENSDARG00000062749,ENSG00000274049,ortholog_one2many,1,54,51
ENSDARG00000062749,ENSG00000115274,ortholog_one2many,1,54,52
ENSDARG00000101266,,,,,
ENSDARG00000099864,,,,,
ENSDARG00000074476,,,,,
ENSDARG00000075709,ENSG00000119013,ortholog_one2one,1,60,57
ENSDARG00000099816,,,,,
ENSDARG00000063433,ENSG00000157087,ortholog_one2one,0,84,85
ENSDARG00000097145,,,,,
ENSDARG00000089783,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000089783,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000089783,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000089783,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000089783,ENSG00000206752,ortholog_many2many,1,83,83
ENSDARG00000089783,ENSG00000251754,ortholog_many2many,1,71,72
ENSDARG00000089783,ENSG00000207359,ortholog_many2many,1,78,80
ENSDARG00000017803,ENSG00000082701,ortholog_one2many,1,94,92
ENSDARG00000099880,ENSG00000189120,ortholog_one2one,1,50,37
ENSDARG00000101587,,,,,
ENSDARG00000089133,,,,,
ENSDARG00000077028,,,,,
ENSDARG00000074995,ENSG00000145191,ortholog_one2one,1,64,55
ENSDARG00000002701,ENSG00000103710,ortholog_one2one,0,67,64
ENSDARG00000103337,ENSG00000160208,ortholog_one2many,1,36,29
ENSDARG00000103337,ENSG00000160214,ortholog_one2many,1,29,38
ENSDARG00000078234,,,,,
ENSDARG00000102148,,,,,
ENSDARG00000098084,,,,,
ENSDARG00000105038,,,,,
ENSDARG00000002190,ENSG00000083937,ortholog_one2many,1,83,83
ENSDARG00000093053,,,,,
ENSDARG00000097184,,,,,
ENSDARG00000098424,ENSG00000005889,ortholog_many2many,1,55,51
ENSDARG00000098424,ENSG00000067646,ortholog_many2many,1,51,53
ENSDARG00000099369,,,,,
ENSDARG00000100025,ENSG00000174109,ortholog_one2one,1,30,32
ENSDARG00000099482,,,,,
ENSDARG00000091827,,,,,
ENSDARG00000094550,,,,,
ENSDARG00000088580,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000088580,ENSG00000212330,ortholog_many2many,1,76,78
ENSDARG00000088580,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000088580,ENSG00000207007,ortholog_many2many,1,86,83
ENSDARG00000088580,ENSG00000206752,ortholog_many2many,1,84,84
ENSDARG00000088580,ENSG00000251754,ortholog_many2many,1,71,72
ENSDARG00000088580,ENSG00000207359,ortholog_many2many,1,78,80
ENSDARG00000033280,ENSG00000115705,ortholog_one2one,1,54,38
ENSDARG00000084708,,,,,
ENSDARG00000101327,,,,,
ENSDARG00000056801,ENSG00000107882,ortholog_one2one,0,81,81
ENSDARG00000086503,,,,,
ENSDARG00000091817,,,,,
ENSDARG00000098370,,,,,
ENSDARG00000040474,ENSG00000086300,ortholog_one2many,1,56,48
ENSDARG00000103784,,,,,
ENSDARG00000105027,,,,,
ENSDARG00000102663,,,,,
ENSDARG00000084895,,,,,
ENSDARG00000028295,,,,,
ENSDARG00000086618,ENSG00000100567,ortholog_one2one,1,89,89
ENSDARG00000098292,ENSG00000207511,ortholog_many2many,1,77,77
ENSDARG00000098292,ENSG00000212330,ortholog_many2many,1,73,75
ENSDARG00000098292,ENSG00000207434,ortholog_many2many,1,77,77
ENSDARG00000098292,ENSG00000207007,ortholog_many2many,1,82,79
ENSDARG00000098292,ENSG00000206752,ortholog_many2many,1,81,81
ENSDARG00000098292,ENSG00000251754,ortholog_many2many,1,69,70
ENSDARG00000098292,ENSG00000207359,ortholog_many2many,1,76,78
ENSDARG00000100814,,,,,
ENSDARG00000102324,,,,,
ENSDARG00000104675,ENSG00000199492,ortholog_many2many,1,64,64
ENSDARG00000104675,ENSG00000238493,ortholog_many2many,1,66,68
ENSDARG00000104675,ENSG00000238619,ortholog_many2many,1,64,68
ENSDARG00000104675,ENSG00000252752,ortholog_many2many,1,63,67
ENSDARG00000104675,ENSG00000201308,ortholog_many2many,1,72,71
ENSDARG00000101003,,,,,
ENSDARG00000080856,ENSG00000239194,ortholog_many2many,0,44,41
ENSDARG00000080856,ENSG00000212172,ortholog_many2many,0,58,53
ENSDARG00000080856,ENSG00000200340,ortholog_many2many,0,54,50
ENSDARG00000080856,ENSG00000200204,ortholog_many2many,0,57,54
ENSDARG00000080856,ENSG00000252850,ortholog_many2many,0,60,56
ENSDARG00000093537,,,,,
ENSDARG00000071657,,,,,
ENSDARG00000082253,ENSG00000199687,ortholog_one2many,0,51,58
ENSDARG00000079611,ENSG00000168758,ortholog_one2one,1,54,56
ENSDARG00000038747,ENSG00000137699,ortholog_one2many,1,18,15
ENSDARG00000103977,ENSG00000166848,ortholog_one2one,1,21,32
ENSDARG00000098856,ENSG00000198626,ortholog_one2one,1,81,75
ENSDARG00000090378,,,,,
ENSDARG00000092801,,,,,
ENSDARG00000101055,ENSG00000104228,ortholog_one2many,0,34,31
ENSDARG00000103778,,,,,
ENSDARG00000099671,,,,,
ENSDARG00000104510,,,,,
ENSDARG00000098826,ENSG00000154822,ortholog_one2one,1,76,74
ENSDARG00000102932,,,,,
ENSDARG00000043171,ENSG00000139610,ortholog_one2many,1,56,58
ENSDARG00000058732,ENSG00000079689,ortholog_one2one,1,73,72
ENSDARG00000097308,,,,,
ENSDARG00000087268,,,,,
ENSDARG00000092376,ENSG00000198010,ortholog_one2many,1,66,59
ENSDARG00000102263,,,,,
ENSDARG00000096284,,,,,
ENSDARG00000070526,ENSG00000119703,ortholog_one2one,1,19,19
ENSDARG00000056780,ENSG00000084112,ortholog_one2many,0,48,46
ENSDARG00000102835,,,,,
ENSDARG00000096244,ENSG00000259261,ortholog_many2many,1,43,42
ENSDARG00000096244,ENSG00000211959,ortholog_many2many,1,46,42
ENSDARG00000096244,ENSG00000278263,ortholog_many2many,1,44,43
ENSDARG00000096244,ENSG00000274576,ortholog_many2many,1,40,39
ENSDARG00000096244,ENSG00000276775,ortholog_many2many,1,44,43
ENSDARG00000096244,ENSG00000275063,ortholog_many2many,1,47,46
ENSDARG00000096244,ENSG00000211937,ortholog_many2many,1,41,39
ENSDARG00000096244,ENSG00000231475,ortholog_many2many,1,47,46
ENSDARG00000096244,ENSG00000211952,ortholog_many2many,1,46,45
ENSDARG00000096244,ENSG00000211933,ortholog_many2many,1,41,39
ENSDARG00000096244,ENSG00000211970,ortholog_many2many,1,47,46
ENSDARG00000096244,ENSG00000211951,ortholog_many2many,1,41,39
ENSDARG00000096244,ENSG00000211956,ortholog_many2many,1,44,41
ENSDARG00000096244,ENSG00000211974,ortholog_many2many,1,40,39
ENSDARG00000096244,ENSG00000259303,ortholog_many2many,1,39,37
ENSDARG00000096244,ENSG00000224373,ortholog_many2many,1,46,46
ENSDARG00000100365,ENSG00000239194,ortholog_many2many,0,34,38
ENSDARG00000100365,ENSG00000212172,ortholog_many2many,0,48,53
ENSDARG00000100365,ENSG00000200340,ortholog_many2many,0,47,52
ENSDARG00000100365,ENSG00000200204,ortholog_many2many,0,46,51
ENSDARG00000100365,ENSG00000252850,ortholog_many2many,0,46,52
ENSDARG00000102816,,,,,
ENSDARG00000084639,,,,,
ENSDARG00000095909,,,,,
ENSDARG00000086967,,,,,
ENSDARG00000104513,,,,,
ENSDARG00000084145,,,,,
ENSDARG00000091018,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000091018,ENSG00000212330,ortholog_many2many,1,74,76
ENSDARG00000091018,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000091018,ENSG00000207007,ortholog_many2many,1,81,78
ENSDARG00000091018,ENSG00000206752,ortholog_many2many,1,80,80
ENSDARG00000091018,ENSG00000251754,ortholog_many2many,1,68,70
ENSDARG00000091018,ENSG00000207359,ortholog_many2many,1,77,79
ENSDARG00000103233,ENSG00000239194,ortholog_many2many,0,44,41
ENSDARG00000103233,ENSG00000212172,ortholog_many2many,0,57,53
ENSDARG00000103233,ENSG00000200340,ortholog_many2many,0,55,51
ENSDARG00000103233,ENSG00000200204,ortholog_many2many,0,57,54
ENSDARG00000103233,ENSG00000252850,ortholog_many2many,0,60,56
ENSDARG00000102629,,,,,
ENSDARG00000086552,ENSG00000184260,ortholog_many2many,0,93,92
ENSDARG00000086552,ENSG00000184270,ortholog_many2many,0,95,93
ENSDARG00000086552,ENSG00000282988,ortholog_many2many,0,94,71
ENSDARG00000086552,ENSG00000246705,ortholog_many2many,0,93,92
ENSDARG00000086552,ENSG00000164508,ortholog_many2many,0,91,89
ENSDARG00000086552,ENSG00000272196,ortholog_many2many,0,93,92
ENSDARG00000086552,ENSG00000181218,ortholog_many2many,0,93,92
ENSDARG00000086552,ENSG00000180573,ortholog_many2many,0,94,92
ENSDARG00000086552,ENSG00000277075,ortholog_many2many,0,94,92
ENSDARG00000086552,ENSG00000278677,ortholog_many2many,0,95,93
ENSDARG00000096353,,,,,
ENSDARG00000103753,ENSG00000199492,ortholog_many2many,1,62,61
ENSDARG00000103753,ENSG00000238493,ortholog_many2many,1,61,62
ENSDARG00000103753,ENSG00000238619,ortholog_many2many,1,61,64
ENSDARG00000103753,ENSG00000252752,ortholog_many2many,1,61,64
ENSDARG00000103753,ENSG00000201308,ortholog_many2many,1,68,66
ENSDARG00000074014,,,,,
ENSDARG00000013329,ENSG00000136319,ortholog_one2one,1,55,58
ENSDARG00000103570,ENSG00000207511,ortholog_many2many,1,78,78
ENSDARG00000103570,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000103570,ENSG00000207434,ortholog_many2many,1,78,78
ENSDARG00000103570,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000103570,ENSG00000206752,ortholog_many2many,1,82,82
ENSDARG00000103570,ENSG00000251754,ortholog_many2many,1,69,70
ENSDARG00000103570,ENSG00000207359,ortholog_many2many,1,76,78
ENSDARG00000017757,ENSG00000105851,ortholog_one2one,1,72,72
ENSDARG00000086296,,,,,
ENSDARG00000100390,,,,,
ENSDARG00000103881,,,,,
ENSDARG00000029997,,,,,
ENSDARG00000098949,ENSG00000162006,ortholog_one2many,1,10,21
ENSDARG00000088641,ENSG00000030582,ortholog_one2many,0,33,8
ENSDARG00000058392,ENSG00000078295,ortholog_one2many,1,78,83
ENSDARG00000102745,,,,,
ENSDARG00000091464,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000091464,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000091464,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000091464,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000091464,ENSG00000206752,ortholog_many2many,1,83,83
ENSDARG00000091464,ENSG00000251754,ortholog_many2many,1,71,72
ENSDARG00000091464,ENSG00000207359,ortholog_many2many,1,78,80
ENSDARG00000088672,ENSG00000115602,ortholog_many2many,1,18,19
ENSDARG00000088672,ENSG00000115598,ortholog_many2many,1,19,19
ENSDARG00000088672,ENSG00000115594,ortholog_many2many,1,18,19
ENSDARG00000094464,,,,,
ENSDARG00000102139,,,,,
ENSDARG00000088710,,,,,
ENSDARG00000103235,ENSG00000164073,ortholog_one2one,1,62,60
ENSDARG00000060126,,,,,
ENSDARG00000096626,,,,,
ENSDARG00000100523,,,,,
ENSDARG00000103851,ENSG00000078687,ortholog_one2many,0,51,48
ENSDARG00000080024,ENSG00000239194,ortholog_many2many,0,44,39
ENSDARG00000080024,ENSG00000212172,ortholog_many2many,0,61,53
ENSDARG00000080024,ENSG00000200340,ortholog_many2many,0,58,52
ENSDARG00000080024,ENSG00000200204,ortholog_many2many,0,60,54
ENSDARG00000080024,ENSG00000252850,ortholog_many2many,0,63,57
ENSDARG00000087784,,,,,
ENSDARG00000086026,ENSG00000207511,ortholog_many2many,1,76,76
ENSDARG00000086026,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000086026,ENSG00000207434,ortholog_many2many,1,76,76
ENSDARG00000086026,ENSG00000207007,ortholog_many2many,1,82,79
ENSDARG00000086026,ENSG00000206752,ortholog_many2many,1,80,80
ENSDARG00000086026,ENSG00000251754,ortholog_many2many,1,67,69
ENSDARG00000086026,ENSG00000207359,ortholog_many2many,1,75,77
ENSDARG00000100287,ENSG00000155926,ortholog_one2many,1,48,42
ENSDARG00000103903,ENSG00000040731,ortholog_many2many,1,67,38
ENSDARG00000103903,ENSG00000113361,ortholog_many2many,1,65,37
ENSDARG00000103903,ENSG00000113100,ortholog_many2many,1,65,37
ENSDARG00000099040,,,,,
ENSDARG00000104954,,,,,
ENSDARG00000102003,ENSG00000248905,ortholog_one2many,1,58,14
ENSDARG00000098500,,,,,
ENSDARG00000077306,ENSG00000119929,ortholog_one2one,1,77,71
ENSDARG00000103394,ENSG00000170759,ortholog_one2many,1,87,87
ENSDARG00000105106,,,,,
ENSDARG00000099013,,,,,
ENSDARG00000084530,,,,,
ENSDARG00000099135,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000099135,ENSG00000212330,ortholog_many2many,1,76,78
ENSDARG00000099135,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000099135,ENSG00000207007,ortholog_many2many,1,86,83
ENSDARG00000099135,ENSG00000206752,ortholog_many2many,1,84,84
ENSDARG00000099135,ENSG00000251754,ortholog_many2many,1,71,72
ENSDARG00000099135,ENSG00000207359,ortholog_many2many,1,78,80
ENSDARG00000081163,ENSG00000207647,ortholog_one2many,1,51,86
ENSDARG00000102509,ENSG00000207511,ortholog_many2many,1,78,78
ENSDARG00000102509,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000102509,ENSG00000207434,ortholog_many2many,1,78,78
ENSDARG00000102509,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000102509,ENSG00000206752,ortholog_many2many,1,82,82
ENSDARG00000102509,ENSG00000251754,ortholog_many2many,1,69,70
ENSDARG00000102509,ENSG00000207359,ortholog_many2many,1,76,78
ENSDARG00000103693,,,,,
ENSDARG00000052113,ENSG00000213614,ortholog_one2many,1,55,55
ENSDARG00000052113,ENSG00000260729,ortholog_one2many,1,19,44
ENSDARG00000088169,ENSG00000199687,ortholog_one2many,0,60,62
ENSDARG00000084681,,,,,
ENSDARG00000080729,ENSG00000275534,ortholog_one2one,0,61,83
ENSDARG00000104158,,,,,
ENSDARG00000101066,ENSG00000140319,ortholog_one2one,1,82,66
ENSDARG00000093841,,,,,
ENSDARG00000082384,ENSG00000238880,ortholog_many2many,1,66,61
ENSDARG00000082384,ENSG00000252739,ortholog_many2many,1,66,70
ENSDARG00000082384,ENSG00000252702,ortholog_many2many,1,66,53
ENSDARG00000082384,ENSG00000252429,ortholog_many2many,1,61,53
ENSDARG00000082384,ENSG00000238417,ortholog_many2many,1,71,65
ENSDARG00000082384,ENSG00000275268,ortholog_many2many,1,68,62
ENSDARG00000082384,ENSG00000252275,ortholog_many2many,1,64,59
ENSDARG00000082384,ENSG00000275635,ortholog_many2many,1,70,65
ENSDARG00000082384,ENSG00000239119,ortholog_many2many,1,57,51
ENSDARG00000082384,ENSG00000273629,ortholog_many2many,1,64,58
ENSDARG00000082384,ENSG00000281130,ortholog_many2many,1,54,52
ENSDARG00000082384,ENSG00000238987,ortholog_many2many,1,57,52
ENSDARG00000082384,ENSG00000276376,ortholog_many2many,1,61,54
ENSDARG00000082384,ENSG00000239115,ortholog_many2many,1,71,65
ENSDARG00000082384,ENSG00000253043,ortholog_many2many,1,73,55
ENSDARG00000082384,ENSG00000252417,ortholog_many2many,1,55,46
ENSDARG00000082384,ENSG00000252178,ortholog_many2many,1,68,61
ENSDARG00000101347,ENSG00000116455,ortholog_one2one,1,46,19
ENSDARG00000082320,,,,,
ENSDARG00000103568,,,,,
ENSDARG00000080677,,,,,
ENSDARG00000090137,,,,,
ENSDARG00000092036,,,,,
ENSDARG00000028066,ENSG00000176490,ortholog_one2many,1,81,79
ENSDARG00000024619,ENSG00000204060,ortholog_one2many,1,27,35
ENSDARG00000029766,ENSG00000144852,ortholog_one2one,0,48,44
ENSDARG00000076186,ENSG00000204913,ortholog_one2many,1,34,25
ENSDARG00000035132,ENSG00000138835,ortholog_one2one,0,42,40
ENSDARG00000089607,,,,,
ENSDARG00000076781,ENSG00000134253,ortholog_one2one,0,49,47
ENSDARG00000104971,,,,,
ENSDARG00000003446,ENSG00000127080,ortholog_one2one,1,56,55
ENSDARG00000063162,ENSG00000170293,ortholog_one2many,0,46,47
ENSDARG00000083050,,,,,
ENSDARG00000004525,ENSG00000143793,ortholog_one2one,1,43,50
ENSDARG00000091071,,,,,
ENSDARG00000102954,,,,,
ENSDARG00000026484,ENSG00000139998,ortholog_one2one,1,78,78
ENSDARG00000090568,ENSG00000172590,ortholog_one2one,1,45,46
ENSDARG00000099087,ENSG00000207511,ortholog_many2many,1,78,78
ENSDARG00000099087,ENSG00000212330,ortholog_many2many,1,77,79
ENSDARG00000099087,ENSG00000207434,ortholog_many2many,1,78,78
ENSDARG00000099087,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000099087,ENSG00000206752,ortholog_many2many,1,82,82
ENSDARG00000099087,ENSG00000251754,ortholog_many2many,1,69,70
ENSDARG00000099087,ENSG00000207359,ortholog_many2many,1,76,78
ENSDARG00000089196,ENSG00000271748,ortholog_one2one,1,68,51
ENSDARG00000103973,,,,,
ENSDARG00000101835,,,,,
ENSDARG00000012688,ENSG00000173812,ortholog_one2one,1,92,92
ENSDARG00000103221,,,,,
ENSDARG00000104021,,,,,
ENSDARG00000084670,ENSG00000201457,ortholog_one2one,0,56,55
ENSDARG00000103704,,,,,
ENSDARG00000063670,ENSG00000242441,ortholog_one2one,1,38,30
ENSDARG00000090192,,,,,
ENSDARG00000023927,ENSG00000170946,ortholog_one2one,1,44,48
ENSDARG00000103963,,,,,
ENSDARG00000081132,,,,,
ENSDARG00000088649,,,,,
ENSDARG00000031506,ENSG00000119686,ortholog_one2many,1,61,58
ENSDARG00000103911,,,,,
ENSDARG00000083842,ENSG00000206910,ortholog_one2many,0,58,58
ENSDARG00000005320,ENSG00000184117,ortholog_one2one,1,68,67
ENSDARG00000024775,,,,,
ENSDARG00000103904,,,,,
ENSDARG00000005126,ENSG00000133424,ortholog_one2one,1,82,82
ENSDARG00000104534,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000104534,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000104534,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000104534,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000104534,ENSG00000206752,ortholog_many2many,1,83,83
ENSDARG00000104534,ENSG00000251754,ortholog_many2many,1,71,72
ENSDARG00000104534,ENSG00000207359,ortholog_many2many,1,78,80
ENSDARG00000058791,,,,,
ENSDARG00000102063,ENSG00000207511,ortholog_many2many,1,82,82
ENSDARG00000102063,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000102063,ENSG00000207434,ortholog_many2many,1,82,82
ENSDARG00000102063,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000102063,ENSG00000206752,ortholog_many2many,1,87,87
ENSDARG00000102063,ENSG00000251754,ortholog_many2many,1,69,70
ENSDARG00000102063,ENSG00000207359,ortholog_many2many,1,76,78
ENSDARG00000104180,ENSG00000207511,ortholog_many2many,1,76,76
ENSDARG00000104180,ENSG00000212330,ortholog_many2many,1,73,75
ENSDARG00000104180,ENSG00000207434,ortholog_many2many,1,76,76
ENSDARG00000104180,ENSG00000207007,ortholog_many2many,1,80,77
ENSDARG00000104180,ENSG00000206752,ortholog_many2many,1,79,79
ENSDARG00000104180,ENSG00000251754,ortholog_many2many,1,67,69
ENSDARG00000104180,ENSG00000207359,ortholog_many2many,1,76,78
ENSDARG00000103463,,,,,
ENSDARG00000081965,ENSG00000275802,ortholog_one2many,0,66,70
ENSDARG00000100802,,,,,
ENSDARG00000090550,,,,,
ENSDARG00000029353,ENSG00000135919,ortholog_one2one,1,52,51
ENSDARG00000091794,ENSG00000199492,ortholog_many2many,1,58,39
ENSDARG00000091794,ENSG00000238493,ortholog_many2many,1,65,45
ENSDARG00000091794,ENSG00000238619,ortholog_many2many,1,64,46
ENSDARG00000091794,ENSG00000252752,ortholog_many2many,1,59,43
ENSDARG00000091794,ENSG00000201308,ortholog_many2many,1,70,47
ENSDARG00000102261,ENSG00000160188,ortholog_one2one,0,64,48
ENSDARG00000081289,,,,,
ENSDARG00000098998,,,,,
ENSDARG00000017665,,,,,
ENSDARG00000025403,ENSG00000137699,ortholog_one2many,1,21,20
ENSDARG00000084300,,,,,
ENSDARG00000087908,,,,,
ENSDARG00000100846,ENSG00000105550,ortholog_one2one,1,31,29
ENSDARG00000104245,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000104245,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000104245,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000104245,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000104245,ENSG00000206752,ortholog_many2many,1,83,83
ENSDARG00000104245,ENSG00000251754,ortholog_many2many,1,71,72
ENSDARG00000104245,ENSG00000207359,ortholog_many2many,1,78,80
ENSDARG00000042151,ENSG00000157933,ortholog_one2many,0,67,67
ENSDARG00000054540,ENSG00000136718,ortholog_one2one,1,77,77
ENSDARG00000079242,,,,,
ENSDARG00000044135,ENSG00000188312,ortholog_one2one,1,36,35
ENSDARG00000101100,ENSG00000207511,ortholog_many2many,1,79,79
ENSDARG00000101100,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000101100,ENSG00000207434,ortholog_many2many,1,79,79
ENSDARG00000101100,ENSG00000207007,ortholog_many2many,1,84,81
ENSDARG00000101100,ENSG00000206752,ortholog_many2many,1,83,83
ENSDARG00000101100,ENSG00000251754,ortholog_many2many,1,71,72
ENSDARG00000101100,ENSG00000207359,ortholog_many2many,1,78,80
ENSDARG00000104474,ENSG00000258728,ortholog_one2many,1,4,9
ENSDARG00000104474,ENSG00000160712,ortholog_one2many,1,16,20
ENSDARG00000101007,,,,,
ENSDARG00000102511,ENSG00000119878,ortholog_one2one,1,93,93
ENSDARG00000077329,ENSG00000169992,ortholog_one2many,1,74,74
ENSDARG00000083027,,,,,
ENSDARG00000031269,ENSG00000164068,ortholog_one2one,0,78,47
ENSDARG00000057468,ENSG00000166006,ortholog_one2one,1,76,71
ENSDARG00000098905,ENSG00000207511,ortholog_many2many,1,76,76
ENSDARG00000098905,ENSG00000212330,ortholog_many2many,1,75,77
ENSDARG00000098905,ENSG00000207434,ortholog_many2many,1,76,76
ENSDARG00000098905,ENSG00000207007,ortholog_many2many,1,82,79
ENSDARG00000098905,ENSG00000206752,ortholog_many2many,1,80,80
ENSDARG00000098905,ENSG00000251754,ortholog_many2many,1,67,69
ENSDARG00000098905,ENSG00000207359,ortholog_many2many,1,75,77
ENSDARG00000079730,ENSG00000010361,ortholog_one2one,1,43,44
ENSDARG00000100585,ENSG00000183978,ortholog_one2many,1,54,50
ENSDARG00000098953,,,,,
ENSDARG00000104150,ENSG00000206755,ortholog_many2many,1,54,57
ENSDARG00000104150,ENSG00000200063,ortholog_many2many,1,50,53
ENSDARG00000104150,ENSG00000207233,ortholog_many2many,1,56,59
ENSDARG00000104150,ENSG00000202189,ortholog_many2many,1,54,57
ENSDARG00000054300,ENSG00000157379,ortholog_one2one,1,59,58
ENSDARG00000087421,ENSG00000142864,ortholog_one2many,1,68,67
ENSDARG00000098804,ENSG00000206755,ortholog_many2many,1,53,56
ENSDARG00000098804,ENSG00000200063,ortholog_many2many,1,49,51
ENSDARG00000098804,ENSG00000207233,ortholog_many2many,1,53,56
ENSDARG00000098804,ENSG00000202189,ortholog_many2many,1,51,53
ENSDARG00000084914,,,,,
ENSDARG00000071549,ENSG00000106823,ortholog_one2one,1,44,46
ENSDARG00000070930,ENSG00000164326,ortholog_one2many,0,55,53
ENSDARG00000084449,ENSG00000206910,ortholog_one2many,0,54,55
ENSDARG00000104535,,,,,
ENSDARG00000025797,ENSG00000140526,ortholog_one2many,1,74,75
ENSDARG00000101633,,,,,
ENSDARG00000098227,,,,,
ENSDARG00000096942,,,,,
ENSDARG00000102021,ENSG00000179476,ortholog_one2one,1,63,51
ENSDARG00000059887,ENSG00000132591,ortholog_one2one,1,46,47
ENSDARG00000079004,ENSG00000170921,ortholog_one2many,1,65,40
ENSDARG00000101562,,,,,
ENSDARG00000041221,,,,,
ENSDARG00000085580,,,,,
